x,y,z,pitch,roll,yaw,outputs
-0.05356480856209838,-0.29312713857241085,0.09340885578024342,0.0786955930244436,0.269072224755308,7.667222848002588,1
-0.09277410355609995,-0.13599793727123888,0.28999495828182636,-0.08167794050285111,0.9779303181364867,7.243060480551788,1
0.27372219109747037,0.0326184343259579,0.15027256019304386,0.010074776000964257,0.31661046619044453,3.2568952230359542,1
0.01349821561637669,-0.2271273285041974,0.22893977656371342,0.07444984276724437,0.7296583883991243,1.6379694586659794,1
-0.14362218735543011,-0.016513662923991288,0.3061473009768056,-0.018492598710124108,1.029679843539406,6.448572181395883,1
-0.20650843001100344,-0.04389761883012946,0.2517123096257066,0.017316907286678947,0.8556827629755852,6.496497456935612,1
-0.03816986204414688,-0.10285911717468874,0.31618745315590957,-0.05578426246100515,1.2230741512750534,7.503131485102886,1
0.10456188418436219,-0.13503916767709764,0.2669310786972825,-0.024509106132198703,0.9650104056288817,2.1441216475287224,1
0.2503494924584093,-0.048311912255688975,0.20459176011761743,0.05970356002065851,0.5703780567227628,2.8910948526998097,1
-0.21923067725031442,0.09569398719413819,0.20994275070729002,-0.027455961877261393,0.6564514531705989,5.838836469793117,1
0.08108403568109727,0.19240126566247395,0.24659103596323823,-0.011853172618541184,0.8607780876422205,4.425568580571308,0
0.26205153304015494,-0.0528069165384656,0.17199095715330792,0.03320943153877465,0.4546430896091556,2.9831362801916317,1
-0.1695296266923134,0.1594092970589278,0.21457717151449626,-0.018225866017353775,0.7151882456938317,5.477397783220846,1
0.03604097335345658,-0.1250793482883603,0.30236977237478935,0.07161233321130726,1.0708717348617531,1.8841374036384668,1
-0.11955847131106725,-0.23325324270185327,0.15451823107253404,-0.03910156334891268,0.47800822203340304,7.343757060488052,1
0.25535336317927965,-0.07325145568919318,0.1606709837330046,0.039487565151230856,0.42729828140566634,2.8709585185059994,1
0.12272392302116929,0.007644996145096674,0.3028292833257515,-0.029915271460889667,1.2370037179010263,3.190361235568048,1
-0.23518596893517021,0.11746407066891305,0.17692513922146685,0.007747104091580283,0.43574954412214695,5.839269640446677,1
-0.01714571572802666,-0.2771715568552933,0.1429298566127171,0.032051847301395785,0.31121640787336163,7.741153597021804,1
-0.04899231105412613,-0.07099366679164956,0.32137178290617485,-0.04383378464862603,1.3797795348835598,7.198866617905158,0
-0.03920229419816901,0.2835981527687857,0.133863752456421,0.06308906049121167,0.2931184102668819,4.836055114685227,1
-0.09115162952637831,0.2719741496562357,0.12051015321903129,-0.08721881265937598,0.3078604370866045,5.071386786383435,1
-0.16620994519375026,-0.11373615247679245,0.2469757498759134,-0.06783291179791895,0.8363572638821756,6.839247128707932,1
-0.07207642936631992,0.09298534455541552,0.3085339827307404,0.040496699940325,1.106286698589347,5.39563555013565,1
-0.05402939347507582,0.2119136558000935,0.23811872263535214,-0.024774005443993972,0.795414321457718,5.048386260944028,1
-0.06895145110216669,-0.14541264003991258,0.2831961552607469,0.09386589619541348,1.074542501311946,7.434206180948137,1
0.2490894867072864,0.008026231240591604,0.1899161128146854,0.10523237225087939,0.5390198962841959,3.167412611601912,1
-0.18928930341478842,0.14646222050019111,0.20949243640311602,-0.06539550821675845,0.6605007195075835,5.715514689930588,1
0.21970228614155565,0.09484418061070554,0.22566428024122934,-0.025229338964259447,0.681358931720651,3.605083166650099,1
-0.1482087579654651,0.1015910587823532,0.2687151189533763,0.006517106876088462,0.919162389581883,5.732115803787181,1
0.18441871848311883,0.014233147594089874,0.278936234917761,0.005233491188959553,0.8861534578522346,3.16546684114163,1
0.11107506104426938,0.013438586638097985,0.31119350294123926,-0.01896033110755806,1.142827872164293,3.205507420705862,1
0.18229334527300903,0.12513434455273906,0.21928712244188947,0.0019615707366183307,0.6960825726683477,3.7539977365110264,1
-0.2433602933169144,0.013593890144827555,0.19648740062884307,-0.07136606107937606,0.646342130539212,6.1573434425165985,1
0.0010461457684597395,0.012714285301513093,0.3310818376015209,-0.014160031858007445,1.533123513012777,4.634751149655,1
-0.2455951127484163,0.13063839484591408,0.1537869654070457,-0.00634317557530941,0.37589502843261036,5.909842330709102,0
-0.07575144974799453,-0.19811070082916268,0.2268471479423821,0.06238420715676755,0.7079956088381533,7.447815065803734,1
-0.14440690318072957,-0.057327132387184,0.28743117649510685,-0.0981247020371483,1.0719167512890155,6.744998695772833,1
0.033973629516305226,-0.1465055692112624,0.28556169796360203,0.02725040692481939,0.9850029877608639,1.7924540388303827,1
0.25625744230329156,-0.13881723799790033,0.11316248463391711,-0.031065612132322964,0.2734927765165009,2.6709815335980718,1
0.261177605421436,0.14662891199595607,0.10848365413458436,-0.042839997516395785,0.25897715057282716,3.6170691389808636,1
0.005013444854806662,-0.23411139248521465,0.21937147356546474,0.029924607025707862,0.6077077683544524,1.5430340725033915,1
