x,y,z,pitch,roll,yaw,outputs
1.8561235231003017,1.9566314440828871,0.24841059543248412,2.343095656431925,-0.007471989011637623,8.162122528904442,1
2.0929316677926098,1.9781331873121566,0.2841225187542203,2.730072846354607,0.08371046482682178,4.489223060288914,1
2.1879442050798437,1.9114093724660566,0.1425933466262038,1.7667302602876125,-0.039763541110888354,4.296802996903267,1
2.0916319480752055,2.0253123054439612,0.3384918514970546,2.732793849106794,0.008006002864859698,5.0072881529066064,1
2.0975680415812152,2.1837603731623836,0.23994985942906183,2.1240855428085683,0.07909025560536025,5.7875068432477565,0
1.79532341137076,2.13275993864447,0.14901969662324957,1.8364198106204186,-0.01039851685262418,7.241533988678966,0
2.003890975307667,1.72581520560789,0.23810297803792935,2.0276241953259366,0.030273266108031844,3.1561488774287567,0
2.222015988560064,2.133033425659937,0.21297312961648127,2.0114995296957687,-0.027079324929497085,5.200874841595339,0
1.9977371386291927,2.298918586051899,0.16252035008332916,1.8600926332671952,0.03474677650196583,6.247771000205649,0
2.175999022425593,1.9476164082063918,0.33365176521490847,2.5594147185723948,-0.07100156692682726,4.381381881266152,0
